"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22266","ClientAppPO","chromium","Mon Sep 01 15:04:47 IST 2025","passed","Mon Sep 01 15:05:09 IST 2025","","ClientAppPO.spec.js","",""
